GPSpt,Date,Time,Species,NumIn,NumOut,Total,BreedNotes
134,42081,652,Sombre Greenbul,1,1,2,
134,42081,652,White-bellied Sunbird,1,1,2,
134,42081,652,Emerald-spotted Wood Dove,1,,1,
134,42081,652,Black Cuckooshrike,1,,1,
134,42081,652,Red-backed Shrike,1,,1,
134,42081,652,Fork-tailed Drongo,2,3,5,
134,42081,652,White-browed Scrub Robin,2,,2,
134,42081,652,Terrestrial Brownbul,4,,4,
134,42081,652,Yellow-fronted Tinkerbird,,1,1,
134,42081,652,Golden-tailed Woodpecker,,1,1,
134,42081,652,Southern Boubou,,1,1,
134,42081,652,Spectacled Weaver,,1,1,
135,42081,710,Emerald-spotted Wood Dove,1,1,2,
135,42081,710,White-bellied Sunbird,1,1,2,
135,42081,710,Golden-tailed Woodpecker,1,,1,
135,42081,710,Dark-capped Bulbul,1,,1,
135,42081,710,Yellow-fronted Canary,1,,1,
135,42081,710,Marico Sunbird,1,,1,
135,42081,710,Southern Boubou,2,2,4,
135,42081,710,Sombre Greenbul,2,,2,
135,42081,710,Gorgeous Bushshrike,2,,2,
135,42081,710,White-browed Scrub Robin,2,,2,
135,42081,710,Terrestrial Brownbul,2,,2,
135,42081,710,Red-faced Mousebird,12,,12,
135,42081,710,Rudd's Apalis,,1,1,
135,42081,710,Spectacled Weaver,,1,1,
135,42081,710,Crested Barbet,,1,1,
135,42081,710,Orange-breasted Bushshrike,,1,1,
136,42081,733,Orange-breasted Bushshrike,1,,1,
136,42081,733,Chinspot Batis,1,,1,
136,42081,733,Southern Boubou,1,,1,
136,42081,733,Long-billed Crombec,1,,1,
136,42081,733,Southern Black Tit,1,,1,
136,42081,733,White-browed Scrub Robin,1,,1,
136,42081,733,Yellow-fronted Canary,1,,1,
136,42081,733,Emerald-spotted Wood Dove,2,,2,
136,42081,733,Sombre Greenbul,2,,2,
136,42081,733,Terrestrial Brownbul,2,,2,
136,42081,733,Yellow-fronted Tinkerbird,,1,1,
137,42081,751,White-bellied Sunbird,1,,1,
137,42081,751,Sombre Greenbul,1,,1,
137,42081,751,Southern Boubou,1,,1,
137,42081,751,Chinspot Batis,1,,1,
137,42081,751,Emerald-spotted Wood Dove,2,,2,
137,42081,751,Terrestrial Brownbul,2,,2,
137,42081,751,White-browed Scrub Robin,2,,2,
137,42081,751,African Firefinch,3,,3,
137,42081,751,Long-billed Crombec,,1,1,
137,42081,751,Yellow-fronted Tinkerbird,,1,1,
138,42081,810,Emerald-spotted Wood Dove,1,1,2,
138,42081,810,Southern Boubou,1,,1,
138,42081,810,Yellow-fronted Canary,1,,1,
138,42081,810,White-bellied Sunbird,1,,1,
138,42081,810,Dark-capped Bulbul,2,,2,
138,42081,810,Red-faced Mousebird,9,,9,
138,42081,810,Sombre Greenbul,,2,2,
182,42081,843,Sombre Greenbul,1,1,2,
182,42081,843,White-browed Scrub Robin,1,1,2,
182,42081,843,Brown-hooded Kingfisher,1,,1,
182,42081,843,Fork-tailed Drongo,1,,1,
182,42081,843,Dark-capped Bulbul,2,,2,
182,42081,843,White-bellied Sunbird, ,1,#VALUE!,
182,42081,843,European Bee-eater,,1,1,
182,42081,843,Chinspot Batis,,1,1,
182,42081,843,Common Scimitarbill,,1,1,
182,42081,843,Cape Glossy Starling,,1,1,
182,42081,843,Red-faced Mousebird,,3,3,
183,42081,856,Spotted Flycatcher,1,1,2,
183,42081,856,Terrestrial Brownbul,1,1,2,
183,42081,856,Sombre Greenbul,1,,1,
183,42081,856,White-bellied Sunbird,1,,1,
183,42081,856,Dark-capped Bulbul,1,,1,
183,42081,856,Barn Swallow,1,,1,
183,42081,856,White-browed Scrub Robin,2,2,4,
183,42081,856,Southern Boubou,,1,1,
183,42081,856,Emerald-spotted Wood Dove,,1,1,
184,42081,910,Black-backed Puffback,1,1,2,
184,42081,910,Spotted Flycatcher,1,,1,
184,42081,910,Fork-tailed Drongo,1,,1,
184,42081,910,White-browed Scrub Robin,1,,1,
184,42081,910,Cardinal Woodpecker,1,,1,
184,42081,910,Marico Sunbird,1,,1,
184,42081,910,Kurrichane Thrush,1,,1,
184,42081,910,Red-eyed Dove,,1,1,
184,42081,910,Chinspot Batis,,1,1,
184,42081,910,Yellow-breasted Apalis,,1,1,
184,42081,910,Spectacled Weaver,,1,1,
184,42081,910,Rudd's Apalis,,1,1,
184,42081,910,Sombre Greenbul,,1,1,
184,42081,910,Emerald-spotted Wood Dove,,1,1,
184,42081,910,Golden-tailed Woodpecker,,1,1,
184,42081,910,Southern Boubou,,2,2,
185,42081,928,Dark-capped Bulbul,1,,1,
185,42081,928,Sombre Greenbul,2,,2,
185,42081,928,Southern Boubou,,1,1,
186,42081,944,Sombre Greenbul,1,,1,
186,42081,944,Dark-capped Bulbul,1,,1,
186,42081,944,Rudd's Apalis,1,,1,
186,42081,944,Green-backed Camaroptera,1,,1,
186,42081,944,Chinspot Batis,,1,1,
186,42081,944,Kurrichane Thrush,,1,1,
186,42081,944,Terrestrial Brownbul,,2,2,
187,42081,958,Sombre Greenbul,1,,1,
187,42081,958,Rudd's Apalis,1,,1,
187,42081,958,Southern Boubou,2,,2,
187,42081,958,Dark-capped Bulbul,,1,1,
187,42081,958,Chinspot Batis,,1,1,
187,42081,958,Long-billed Crombec,,1,1,
187,42081,958,Yellow-breasted Apalis,,1,1,
187,42081,958,Terrestrial Brownbul,,2,2,
187,42081,958,Yellow-fronted Canary,,2,2,
188,42081,1015,Dark-capped Bulbul,1,,1,
188,42081,1015,White-browed Scrub Robin,1,,1,
188,42081,1015,Green-backed Camaroptera,1,,1,
188,42081,1015,Black Cuckooshrike,1,,1,
188,42081,1015,Spotted Flycatcher,1,,1,
188,42081,1015,Chinspot Batis,4,,4,
189,42081,1030,Long-billed Crombec,1,1,2,
189,42081,1030,White-bellied Sunbird,1,,1,
189,42081,1030,Chinspot Batis,1,,1,
189,42081,1030,Blue Waxbill,1,,1,
189,42081,1030,Spotted Flycatcher,1,,1,
189,42081,1030,Yellow-fronted Canary,1,,1,
189,42081,1030,Fork-tailed Drongo,2,1,3,
189,42081,1030,Dark-capped Bulbul,2,,2,
189,42081,1030,Red-faced Mousebird,4,,4,
189,42081,1030,White-browed Scrub Robin,,1,1,
189,42081,1030,Rattling Cisticola,,1,1,
189,42081,1030,Emerald-spotted Wood Dove,,1,1,
189,42081,1030,Southern Boubou,,2,2,
190,42081,1046,Red-faced Mousebird,1,,1,
190,42081,1046,White-bellied Sunbird,1,,1,
190,42081,1046,Acacia Pied Barbet,1,,1,
190,42081,1046,Dark-capped Bulbul,1,,1,
190,42081,1046,Sombre Greenbul,1,,1,
190,42081,1046,Spotted Flycatcher,1,,1,
190,42081,1046,Bronze Mannikin,2,,2,
190,42081,1046,Cardinal Woodpecker,,1,1,
190,42081,1046,Yellow-fronted Canary,,1,1,
190,42081,1046,Golden-tailed Woodpecker,,1,1,
190,42081,1046,Black-crowned Tchagra,,1,1,
190,42081,1046,White-browed Scrub Robin,,2,2,
171,42082,739,Cape Glossy Starling,1,,1,
171,42082,739,Long-billed Crombec,1,,1,
171,42082,739,Blue Waxbill,1,,1,
171,42082,739,Yellow-fronted Canary,1,,1,
171,42082,739,Barn Swallow,2,,2,
171,42082,739,Crowned Lapwing,,2,2,
172,42082,725,Yellow-fronted Canary,1,,1,
172,42082,725,White-browed Scrub Robin,1,,1,
172,42082,725,Barn Swallow,1,,1,
172,42082,725,Blue Waxbill,2,,2,
172,42082,725,Cattle Egret,5,,5,
172,42082,725,Fork-tailed Drongo,,1,1,
172,42082,725,Yellow-throated Longclaw,,1,1,
173,42082,710,Black-crowned Tchagra,,1,1,
174,42082,655,,,,0,
175,42082,641,White-bellied Sunbird,1,,1,
175,42082,641,Rattling Cisticola,2,,2,
175,42082,641,Helmeted Guineafowl,13,,13,5 young
176,42082,615,Southern Grey-headed Sparrow,1, ,#VALUE!,
176,42082,615,Long-billed Crombec,,1,1,
176,42082,615,Blue Waxbill,,1,1,
176,42082,615,Red-backed Shrike,,1,1,
176,42082,615,Yellow-fronted Canary,,2,2,
176,42082,615,Marico Sunbird,,2,2,
177,42082,628,Yellow-fronted Canary,2,4,6,
177,42082,628,Southern Grey-headed Sparrow, ,6,#VALUE!,
177,42082,628,Rattling Cisticola,,1,1,
177,42082,628,Dark-capped Bulbul,,2,2,
177,42082,628,Southern Masked Weaver,,3,3,
178,42082,601,Cape Glossy Starling,1,,1,
178,42082,601,Dark-capped Bulbul,2,,2,
178,42082,601,Blue Waxbill,2,,2,
178,42082,601,Southern Grey-headed Sparrow,2,,2,
178,42082,601,Long-billed Crombec,,1,1,
178,42082,601,White-bellied Sunbird,,1,1,
178,42082,601,Eurasian Hobby,,1,1,
178,42082,601,Yellow-throated Petronia,,1,1,
179,42082,548,Rattling Cisticola,1,1,2,
179,42082,548,Cape Glossy Starling,1,,1,
179,42082,548,Blue Waxbill,2,,2,
179,42082,548,Southern Black Flycatcher,2,,2,
179,42082,548,Fork-tailed Drongo,2,,2,
179,42082,548,Yellow-fronted Canary,,1,1,
179,42082,548,Yellow-throated Petronia,,1,1,
179,42082,548,Shelley's Francolin,,1,1,
179,42082,548,Amur Falcon,,1,1,
346,42082,1051,White-browed Scrub Robin,1,,1,
346,42082,1051,Black-crowned Tchagra,1,,1,
346,42082,1051,Black-collared Barbet,1,,1,
346,42082,1051,Barn Swallow,2,1,3,
346,42082,1051,Dark-capped Bulbul,4,,4,
346,42082,1051,Lazy Cisticola,,1,1,
346,42082,1051,European Bee-eater,,1,1,
346,42082,1051,Sombre Greenbul,,1,1,
346,42082,1051,White-bellied Sunbird,,1,1,
347,42082,1035,Dark-capped Bulbul,1,1,2,
347,42082,1035,Fork-tailed Drongo,1,,1,
347,42082,1035,Black-crowned Tchagra,1,,1,
347,42082,1035,Black-collared Barbet,1,,1,
347,42082,1035,Red-backed Shrike,1,,1,
347,42082,1035,Yellow-fronted Canary,2,1,3,
347,42082,1035,Lazy Cisticola,,1,1,
348,42082,1108,Yellow-breasted Apalis,1,,1,
348,42082,1108,Black-crowned Tchagra,1,,1,
348,42082,1108,Cape White-eye,1,,1,
348,42082,1108,White-bellied Sunbird,1,,1,
348,42082,1108,Sombre Greenbul,2,,2,
348,42082,1108,Fork-tailed Drongo,,1,1,
348,42082,1108,Dark-capped Bulbul,,2,2,
354,42082,954,Tambourine Dove,1,,1,
354,42082,954,Cape White-eye,1,,1,
354,42082,954,Green-backed Camaroptera,1,,1,
354,42082,954,African Paradise Flycatcher,1,,1,
354,42082,954,Sombre Greenbul,,1,1,
355,42082,942,Tambourine Dove,1,,1,
355,42082,942,Yellow-rumped Tinkerbird,1,,1,
355,42082,942,Sombre Greenbul,2,,2,
355,42082,942,Gorgeous Bushshrike,2,,2,
355,42082,942,European Bee-eater,2,,2,
355,42082,942,Yellow-fronted Tinkerbird,,1,1,
358,42082,1006,Sombre Greenbul,1,1,2,
358,42082,1006,Gorgeous Bushshrike,2,,2,
358,42082,1006,Grey Sunbird,2,,2,
358,42082,1006,Cape White-eye,3,,3,
358,42082,1006,Dark-capped Bulbul,,1,1,
358,42082,1006,Tambourine Dove,,1,1,
399,42082,813,Southern Fiscal,2,,2,
399,42082,813,African Pipit,2,,2,
399,42082,813,House Sparrow,2,,2,
399,42082,813,Yellow-fronted Canary,,1,1,
399,42082,813,Rattling Cisticola,,1,1,
399,42082,813,White-bellied Sunbird,,1,1,
399,42082,813,Laughing Dove,,2,2,
399,42082,813,Green Wood-Hoopoe,,3,3,
400,42082,825,Sombre Greenbul,1,1,2,
400,42082,825,Red-backed Shrike,1,,1,
400,42082,825,Marico Sunbird,1,,1,
400,42082,825,Southern Fiscal,1,,1,
400,42082,825,Barn Swallow,1,,1,
400,42082,825,Chinspot Batis,1,,1,
400,42082,825,Spectacled Weaver,1,,1,
400,42082,825,Southern Black Tit,2,,2,
400,42082,825,White-bellied Sunbird,2,,2,
400,42082,825,Speckled Mousebird,2,,2,
400,42082,825,Southern Masked Weaver,2,,2,
400,42082,825,Red-eyed Dove,3,1,4,
400,42082,825,Brown-hooded Kingfisher,,1,1,
400,42082,825,Red-faced Mousebird,,1,1,
400,42082,825,Southern Boubou,,2,2,
401,42082,839,Spotted Flycatcher,1,,1,
401,42082,839,Fork-tailed Drongo,1,,1,
401,42082,839,White-browed Scrub Robin,1,,1,
401,42082,839,Acacia Pied Barbet,1,,1,
401,42082,839,Rattling Cisticola,1,,1,
401,42082,839,Black-collared Barbet,1,,1,
401,42082,839,House Sparrow,1,,1,
401,42082,839,Spectacled Weaver,2,,2,
401,42082,839,Long-billed Crombec,2,,2,
401,42082,839,Arrow-marked Babbler,3,,3,
401,42082,839,Yellow-fronted Canary,3,,3,
401,42082,839,Cape Glossy Starling, ,2,#VALUE!,
401,42082,839,European Roller,,1,1,
402,42082,851,Barn Swallow,2,,2,
402,42082,851,Dark-capped Bulbul,,1,1,
402,42082,851,Sombre Greenbul,,1,1,
402,42082,851,Marico Sunbird,,1,1,
402,42082,851,Cape Glossy Starling,,11,11,
360,42083,935,Dark-capped Bulbul,1,,1,
360,42083,935,White-bellied Sunbird,1,,1,
360,42083,935,Lazy Cisticola,1,,1,
360,42083,935,Southern Boubou,1,,1,
360,42083,935,Sombre Greenbul,2, ,#VALUE!,
360,42083,935,Orange-breasted Bushshrike,,1,1,
360,42083,935,Emerald-spotted Wood Dove,,1,1,
361,42083,1043,White-browed Scrub Robin,1,1,2,
361,42083,1043,White-bellied Sunbird,1,,1,
361,42083,1043,Sombre Greenbul,2,,2,
361,42083,1043,Dark-capped Bulbul,2,,2,
361,42083,1043,Gorgeous Bushshrike,2,,2,
361,42083,1043,Red-eyed Dove,,1,1,
362,42083,1024,Sombre Greenbul,1,2,3,
362,42083,1024,Dark-capped Bulbul,1,,1,
362,42083,1024,Green-backed Camaroptera,1,,1,
362,42083,1024,Red-winged Starling,2,,2,
362,42083,1024,Cape White-eye,,1,1,
362,42083,1024,Yellow-breasted Apalis,,1,1,
362,42083,1024,Gorgeous Bushshrike,,1,1,
362,42083,1024,Emerald-spotted Wood Dove,,1,1,
363,42083,1003,White-bellied Sunbird,1,,1,
363,42083,1003,Emerald-spotted Wood Dove,2,,2,
363,42083,1003,Cape White-eye,2,,2,
363,42083,1003,Dark-capped Bulbul,2,,2,
363,42083,1003,Lazy Cisticola,2,,2,
363,42083,1003,Barn Swallow,5,,5,
363,42083,1003,White-browed Scrub Robin,,1,1,
363,42083,1003,Southern Boubou,,1,1,
363,42083,1003,Sombre Greenbul,,2,2,
364,42083,1109,Dark-capped Bulbul,1,,1,
364,42083,1109,Orange-breasted Bushshrike,1,,1,
364,42083,1109,White-bellied Sunbird,1,,1,
364,42083,1109,Southern Boubou,1,,1,
364,42083,1109,Cape White-eye,1,,1,
364,42083,1109,White-throated Robin-Chat,1,,1,
364,42083,1109,Sombre Greenbul,2,,2,
364,42083,1109,Yellow-breasted Apalis,,1,1,
364,42083,1109,White-browed Scrub Robin,,1,1,
365,42083,917,Dark-capped Bulbul,1,,1,
365,42083,917,Cape White-eye,1,,1,
365,42083,917,Willow Warbler,1,,1,
365,42083,917,Southern Boubou,,1,1,
365,42083,917,Sombre Greenbul,,3,3,
366,42083,902,Brown-crowned Tchagra,1,,1,
366,42083,902,Barn Swallow,1,,1,
366,42083,902,Gorgeous Bushshrike,1,,1,
366,42083,902,White-bellied Sunbird,1,,1,
366,42083,902,Yellow-fronted Canary,1,,1,
366,42083,902,Kurrichane Thrush,1,,1,
366,42083,902,White-browed Scrub Robin,1,,1,
366,42083,902,Emerald-spotted Wood Dove,,1,1,
366,42083,902,Sombre Greenbul,,2,2,
366,42083,902,Southern Boubou,,2,2,
366,42083,902,Dark-capped Bulbul,,3,3,
368,42083,849,Rudd's Apalis,1,1,2,
368,42083,849,Green-backed Camaroptera,2,,2,
368,42083,849,Dark-capped Bulbul,2,,2,
368,42083,849,Barn Swallow,2,,2,
368,42083,849,Terrestrial Brownbul,,2,2,
368,42083,849,Southern Boubou,,2,2,
368,42083,849,Sombre Greenbul,,3,3,
369,42083,803,Barn Swallow,1,,1,
369,42083,803,Dark-capped Bulbul,2,,2,
369,42083,803,Speckled Mousebird,3,2,5,
369,42083,803,Sombre Greenbul,,1,1,
369,42083,803,Emerald-spotted Wood Dove,,1,1,
369,42083,803,White-bellied Sunbird,,1,1,
369,42083,803,White-browed Scrub Robin,,1,1,
369,42083,803,Yellow-breasted Apalis,,1,1,
369,42083,803,Southern Boubou,,2,2,
369,42083,803,Yellow-fronted Canary,,2,2,
369,42083,803,Gorgeous Bushshrike,,2,2,
369,42083,803,Terrestrial Brownbul,,2,2,
370,42083,737,Yellow-fronted Canary,3,,3,
370,42083,737,Sombre Greenbul,,1,1,
370,42083,737,Emerald-spotted Wood Dove,,1,1,
370,42083,737,Red-faced Mousebird,,1,1,
370,42083,737,Red-backed Shrike,,1,1,
370,42083,737,White-browed Scrub Robin,,1,1,
370,42083,737,White-bellied Sunbird,,1,1,
371,42083,724,Sombre Greenbul,1,1,2,
371,42083,724,Barn Swallow,1,,1,
371,42083,724,White-bellied Sunbird,1,,1,
371,42083,724,Scarlet-chested Sunbird,1,,1,
371,42083,724,Dark-capped Bulbul,2,,2,
371,42083,724,White-throated Robin-Chat,,1,1,
371,42083,724,Long-billed Crombec,,1,1,
371,42083,724,Emerald-spotted Wood Dove,,1,1,
371,42083,724,Terrestrial Brownbul,,2,2,
372,42083,750,Red-eyed Dove,1,,1,
372,42083,750,Sombre Greenbul,1,,1,
372,42083,750,White-bellied Sunbird,1,,1,
372,42083,750,Pink-throated Twinspot,1,,1,
372,42083,750,Fork-tailed Drongo,2,,2,
372,42083,750,Dark-capped Bulbul,2,,2,
372,42083,750,Yellow-fronted Canary,2,,2,
372,42083,750,Golden-breasted Bunting,,1,1,
372,42083,750,Yellow-breasted Apalis,,1,1,
372,42083,750,Southern Boubou,,1,1,
372,42083,750,Emerald-spotted Wood Dove,,1,1,
372,42083,750,Barn Swallow,,2,2,
373,42083,817,Emerald-spotted Wood Dove,1,,1,
373,42083,817,Yellow-fronted Canary,1,,1,
373,42083,817,White-bellied Sunbird,1,,1,
373,42083,817,Sombre Greenbul,1,,1,
373,42083,817,Southern Boubou,2,1,3,
373,42083,817,Dark-capped Bulbul,3,,3,
373,42083,817,Gorgeous Bushshrike,,2,2,
374,42083,831,Emerald-spotted Wood Dove,1,1,2,
374,42083,831,Sombre Greenbul,2,,2,
374,42083,831,Barn Swallow,2,,2,
374,42083,831,European Bee-eater,2,,2,
374,42083,831,Dark-capped Bulbul,3,,3,
374,42083,831,Southern Boubou,,1,1,
374,42083,831,Helmeted Guineafowl,,2,2,
374,42083,831,Terrestrial Brownbul,,2,2,
375,42083,653,Barn Swallow,1,,1,
375,42083,653,House Sparrow,2,,2,
375,42083,653,White-bellied Sunbird,3,,3,
375,42083,653,Yellow-throated Longclaw,,1,1,
376,42083,641,Dark-capped Bulbul,2,,2,
376,42083,641,Blue Waxbill,2,,2,
376,42083,641,Fan-tailed Widowbird,3,,3,
376,42083,641,Yellow-fronted Canary,5,,5,
376,42083,641,Yellow-throated Longclaw,,1,1,
376,42083,641,Marico Sunbird,,1,1,
376,42083,641,Black-crowned Tchagra,,1,1,
376,42083,641,Red-backed Shrike,,1,1,
376,42083,641,Spectacled Weaver,,2,2,
377,42083,553,Red-faced Cisticola,1,1,2,
377,42083,553,Tawny-flanked Prinia,1,1,2,
377,42083,553,Black-crowned Tchagra,1,,1,
377,42083,553,Red-eyed Dove,1,,1,
377,42083,553,Bronze Mannikin,1,,1,
377,42083,553,Dark-capped Bulbul,2,,2,
377,42083,553,Red-backed Shrike,2,,2,
377,42083,553,Yellow-fronted Canary,3,2,5,
377,42083,553,House Sparrow,3,,3,
377,42083,553,Emerald-spotted Wood Dove,,1,1,
378,42083,604,Red-faced Cisticola,1,,1,
378,42083,604,Dark-capped Bulbul,1,,1,
378,42083,604,Green-backed Camaroptera,1,,1,
378,42083,604,Yellow-fronted Canary,2,,2,
378,42083,604,Rattling Cisticola,2,,2,
378,42083,604,Southern Grey-headed Sparrow,2,,2,
378,42083,604,Black-crowned Tchagra,,1,1,
378,42083,604,Crested Barbet,,1,1,
378,42083,604,Spectacled Weaver,,1,1,
378,42083,604,Gorgeous Bushshrike,,2,2,
379,42083,616,Southern Boubou,1,,1,
379,42083,616,Dark-capped Bulbul,1,,1,
379,42083,616,Speckled Mousebird,1,,1,
379,42083,616,Green-backed Camaroptera,1,,1,
379,42083,616,Yellow-fronted Canary,2,,2,
379,42083,616,White-bellied Sunbird,2,,2,
379,42083,616,House Sparrow,2,,2,
379,42083,616,Helmeted Guineafowl,2,,2,
379,42083,616,Spectacled Weaver,,1,1,
379,42083,616,Red-faced Cisticola,,1,1,
379,42083,616,Croaking Cisticola,,1,1,
380,42083,628,Southern Fiscal,1,1,2,
380,42083,628,White-bellied Sunbird,1,,1,
380,42083,628,Rattling Cisticola,1,,1,
380,42083,628,Spectacled Weaver,1,,1,
380,42083,628,Willow Warbler,1,,1,
380,42083,628,White-bellied Sunbird,1,,1,
380,42083,628,Red-faced Cisticola,3,,3,
380,42083,628,Dark-capped Bulbul,4,,4,
380,42083,628,Croaking Cisticola,,1,1,
381,42083,704,Barn Swallow,1,,1,
381,42083,704,Red-eyed Dove,1,,1,
381,42083,704,Yellow-fronted Canary,2,,2,
381,42083,704,Southern Fiscal,,1,1,
381,42083,704,Spectacled Weaver,,1,1,
381,42083,704,Yellow-throated Longclaw,,1,1,
382,42083,542,Dark-capped Bulbul,1,,1,
382,42083,542,Southern Fiscal,1,,1,
382,42083,542,Yellow-fronted Canary,2,,2,
382,42083,542,Red-faced Cisticola,2,,2,
382,42083,542,Red-backed Shrike,2,,2,
382,42083,542,House Sparrow,,1,1,
383,42083,530,Yellow-fronted Canary,1,2,3,
383,42083,530,Dark-capped Bulbul,2,1,3,
383,42083,530,House Sparrow,3,,3,
383,42083,530,Sombre Greenbul,,1,1,
159,42084,821,Sombre Greenbul,1,,1,
159,42084,821,Blue Waxbill,1,,1,
159,42084,821,Rattling Cisticola,1,,1,
159,42084,821,Green-backed Camaroptera,1,,1,
159,42084,821,Yellow-fronted Canary,2,,2,
159,42084,821,Dark-capped Bulbul,3,,3,
159,42084,821,Long-billed Crombec,,1,1,
159,42084,821,Emerald-spotted Wood Dove,,1,1,
159,42084,821,Southern Boubou,,1,1,
159,42084,821,Terrestrial Brownbul,,3,3,
160,42084,804,Cape White-eye,1,,1,
160,42084,804,Violet-backed Starling,1,,1,
160,42084,804,Yellow-fronted Tinkerbird,1,,1,
160,42084,804,Dark-capped Bulbul,2,,2,
160,42084,804,White-bellied Sunbird,2,,2,
160,42084,804,Tawny-flanked Prinia,2,,2,
160,42084,804,Yellow-fronted Canary,2,,2,
160,42084,804,Emerald-spotted Wood Dove,,1,1,
160,42084,804,Sombre Greenbul,,1,1,
160,42084,804,Kurrichane Thrush,,1,1,
160,42084,804,African Firefinch,,2,2,
161,42084,836,Sombre Greenbul,1,1,2,
161,42084,836,Blue Waxbill,1,,1,
161,42084,836,Rattling Cisticola,2,,2,
161,42084,836,Emerald-spotted Wood Dove,,1,1,
161,42084,836,Red-backed Shrike,,1,1,
161,42084,836,Long-billed Crombec,,1,1,
162,42084,850,White-bellied Sunbird,1,,1,
162,42084,850,Emerald-spotted Wood Dove,1,,1,
162,42084,850,Little Bee-eater,1,,1,
162,42084,850,Black-collared Barbet,1,,1,
162,42084,850,Red-backed Shrike,2,,2,
162,42084,850,Barn Swallow,2,,2,
162,42084,850,Dark-capped Bulbul,3,1,4,
162,42084,850,Sombre Greenbul,,1,1,
162,42084,850,Brubru,,1,1,
162,42084,850,White-browed Scrub Robin,,2,2,
163,42084,905,Yellow-throated Petronia,1,,1,
163,42084,905,Rattling Cisticola,1,,1,
163,42084,905,White-browed Scrub Robin,1,,1,
163,42084,905,Emerald-spotted Wood Dove,2,1,3,
163,42084,905,Dark-capped Bulbul,2,4,6,
163,42084,905,Sombre Greenbul,2,,2,
163,42084,905,Speckled Mousebird,3,,3,
163,42084,905,Spectacled Weaver,,2,2,
164,42084,1016,Rattling Cisticola,1,,1,
164,42084,1016,Emerald-spotted Wood Dove,,1,1,
164,42084,1016,Golden-tailed Woodpecker,,1,1,
164,42084,1016,Sombre Greenbul,,2,2,
165,42084,959,Emerald-spotted Wood Dove,1,,1,
165,42084,959,Sombre Greenbul,1,,1,
165,42084,959,Rattling Cisticola,1,,1,
165,42084,959,White-bellied Sunbird,2,,2,
165,42084,959,Dark-capped Bulbul,3,,3,
165,42084,959,Croaking Cisticola,,1,1,
166,42084,746,White-browed Scrub Robin,1,,1,
166,42084,746,Brubru,1,,1,
166,42084,746,Yellow-fronted Canary,2,,2,
166,42084,746,African Firefinch,2,,2,
166,42084,746,Kurrichane Thrush,,1,1,
166,42084,746,Emerald-spotted Wood Dove,,1,1,
167,42084,942,Sombre Greenbul,1,,1,
167,42084,942,Yellow-fronted Canary,3,,3,
167,42084,942,Emerald-spotted Wood Dove,,1,1,
167,42084,942,Yellow-fronted Tinkerbird,,1,1,
167,42084,942,Red-faced Mousebird,,2,2,
168,42084,923,Sombre Greenbul,1,,1,
168,42084,923,Southern Boubou,1,,1,
168,42084,923,White-browed Scrub Robin,2,,2,
168,42084,923,Emerald-spotted Wood Dove,2,,2,
168,42084,923,European Bee-eater,2,,2,
168,42084,923,Purple-crested Turaco,,1,1,
168,42084,923,Gorgeous Bushshrike,,2,2,
168,42084,923,Terrestrial Brownbul,,3,3,
349,42084,637,Emerald-spotted Wood Dove,,1,1,
349,42084,637,Sombre Greenbul,,1,1,
349,42084,637,Red-eyed Dove,,1,1,
349,42084,637,Southern Boubou,,1,1,
349,42084,637,Fork-tailed Drongo,,2,2,
349,42084,637,Yellow-fronted Canary,,2,2,
350,42084,654,Emerald-spotted Wood Dove,1,,1,
350,42084,654,Black-crowned Tchagra,1,,1,
350,42084,654,Sombre Greenbul,1,,1,
350,42084,654,Cape White-eye,1,,1,
350,42084,654,White-browed Scrub Robin,1,,1,
350,42084,654,White-bellied Sunbird,1,,1,
350,42084,654,Yellow-fronted Canary,2,1,3,
350,42084,654,Fork-tailed Drongo,2,,2,
350,42084,654,Dark-capped Bulbul,2,,2,
350,42084,654,House Martin,2,,2,
350,42084,654,European Bee-eater,4,,4,
350,42084,654,Barn Swallow,27,,27,
351,42084,715,Yellow-fronted Canary,1,,1,
351,42084,715,Cape White-eye,2,,2,
351,42084,715,Dark-capped Bulbul,,2,2,
352,42084,555,White-bellied Sunbird,1,,1,
352,42084,555,White-browed Scrub Robin,2,,2,
352,42084,555,Cape White-eye,2,,2,
352,42084,555,Dark-capped Bulbul,4,1,5,
352,42084,555,Long-billed Crombec,,1,1,
352,42084,555,Emerald-spotted Wood Dove,,1,1,
352,42084,555,Sombre Greenbul,,1,1,
353,42084,610,Sombre Greenbul,1,2,3,
353,42084,610,Blue Waxbill,1,,1,
353,42084,610,White-bellied Sunbird,1,,1,
353,42084,610,Dark-capped Bulbul,2,2,4,
353,42084,610,Cape White-eye,2,,2,
353,42084,610,Red-eyed Dove,,1,1,
353,42084,610,Terrestrial Brownbul,,1,1,
353,42084,610,White-browed Robin-Chat,,1,1,
353,42084,610,Emerald-spotted Wood Dove,,2,2,
243,42085,1542,White-browed Scrub Robin,1,,1,
243,42085,1542,African Paradise Flycatcher,1,,1,
243,42085,1542,Southern Grey-headed Sparrow,1,,1,
243,42085,1542,Red-capped Robin-Chat,1,,1,
243,42085,1542,Dark-capped Bulbul,2,,2,
243,42085,1542,Sombre Greenbul,2,,2,
243,42085,1542,Kurrichane Thrush,,1,1,
243,42085,1542,Emerald-spotted Wood Dove,,1,1,
243,42085,1542,Black Cuckooshrike,,1,1,
243,42085,1542,Brubru,,1,1,
